Atmospheric.Condition,Roadway,Person.Type,Drug.Involvement,Race,Gender,Injury.Severity,region,Fatalities.in.crash,Alcohol.Results,agenew1,age_cat
Clear,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0,54,51-60
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0.22,34,31-40
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),West,1,0,39,31-40
Clear,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),West,1,0,54,51-60
Clear,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0.12,58,51-60
Clear,Urban-Principal Arterial-Other Freeways or Expressways,Driver of a Motor Vehicle In-Transport,Unknown,\N,Male,Fatal Injury (K),West,1,0.03,40,31-40
Snow,Rural-Major Collector,Passenger of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0.11,18,16-25
Clear,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,\N,Male,Fatal Injury (K),Northeast,1,0,23,16-25
Clear,Rural-Minor Arterial,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),South,1,0,53,51-60
Rain,Urban-Local Road or Street,Passenger of a Motor Vehicle In-Transport,Yes,Black,Male,Fatal Injury (K),South,2,0.09,26,26-30
Snow,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),Northeast,1,0,22,16-25
Snow,Rural-Minor Arterial,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),Northeast,2,0,26,26-30
Snow,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),Northeast,2,0,40,31-40
Clear,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0.17,18,16-25
Clear,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),West,1,0,78,61+
Cloudy,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0,74,61+
Clear,Rural-Unknown Rural,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),West,1,0,34,31-40
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),South,1,0.18,37,31-40
Cloudy,Rural-Principal Arterial-Other,Passenger of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0,26,26-30
Cloudy,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),Northeast,1,0,55,51-60
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),West,1,0,78,61+
Snow,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),South,1,0,53,51-60
Blowing Snow,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Yes,American Indian (includes Aleuts and Eskimos),Male,Fatal Injury (K),West,1,0.11,30,26-30
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Fatal Injury (K),South,1,0,58,51-60
Clear,Urban-Other Principal Arterial,Passenger of a Motor Vehicle In-Transport,Not Reported,"Asian or Pacific Islander, no specific (individual) race",Male,Fatal Injury (K),Northeast,1,0,22,16-25
Clear,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0,63,61+
Clear,Rural-Principal Arterial-Other,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),West,2,0,19,16-25
Clear,Rural-Principal Arterial-Other,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),West,2,0,43,41-50
Clear,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),Northeast,1,0.24,28,26-30
Clear,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0,47,41-50
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),South,1,0.18,18,16-25
Clear,Urban-Local Road or Street,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),West,1,0,17,16-25
Clear,Rural-Minor Collector,Passenger of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),Northeast,2,0,18,16-25
Cloudy,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),South,1,0,58,51-60
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),West,2,0.14,37,31-40
Cloudy,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),West,1,0.02,41,41-50
Clear,Urban-Principal Arterial-Other Freeways or Expressways,Passenger of a Motor Vehicle In-Transport,No,Other Asian or Pacific Islander,Female,Fatal Injury (K),West,1,0,34,31-40
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0,58,51-60
Clear,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,Black,Female,Fatal Injury (K),South,1,0,19,16-25
Snow,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),Northeast,1,0,25,16-25
Clear,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,Black,Male,Fatal Injury (K),South,1,0.19,17,16-25
Clear,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0.13,43,41-50
Clear,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Yes,White,Female,Fatal Injury (K),Northeast,1,0.25,28,26-30
Clear,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),South,2,0,27,26-30
Clear,Rural-Principal Arterial-Other,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),South,2,0,85,61+
Clear,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),South,1,0,63,61+
Clear,Urban-Principal Arterial-Interstate,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),West,1,0,28,26-30
Clear,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0,40,31-40
"Sleet, Hail (Freezing Rain or Drizzle)",Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,Unknown,Black,Female,Fatal Injury (K),South,1,0,24,16-25
Cloudy,Rural-Principal Arterial-Interstate,Passenger of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),South,2,0,18,16-25
Cloudy,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Unknown,Black,Male,Fatal Injury (K),South,2,0,20,16-25
Clear,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0,18,16-25
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,No,Black,Male,Fatal Injury (K),South,1,0.23,25,16-25
Cloudy,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0,68,61+
Clear,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Fatal Injury (K),Northeast,1,0,21,16-25
Clear,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,No,Black,Male,Fatal Injury (K),Northeast,1,0.05,18,16-25
Clear,Urban-Collector,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),Northeast,1,0.19,18,16-25
Cloudy,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),South,1,0,31,31-40
Clear,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),West,2,0.09,23,16-25
Clear,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,Unknown,Filipino,Male,Fatal Injury (K),West,1,0.08,36,31-40
Cloudy,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),West,1,0,20,16-25
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0,18,16-25
"Sleet, Hail (Freezing Rain or Drizzle)",Rural-Principal Arterial-Interstate,Passenger of a Motor Vehicle In-Transport,Not Reported,Black,Female,Fatal Injury (K),South,1,0,30,26-30
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),Northeast,1,0,17,16-25
Not Reported,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),Northeast,1,0.13,26,26-30
Cloudy,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),West,1,0.11,22,16-25
Snow,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Yes,White,Female,Fatal Injury (K),Northeast,1,0,54,51-60
Clear,Rural-Principal Arterial-Interstate,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),West,1,0,45,41-50
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Not Reported,Unknown,Female,Fatal Injury (K),Northeast,1,0,65,61+
Clear,Urban-Minor Arterial,Passenger of a Motor Vehicle In-Transport,Not Reported,Unknown,Female,Fatal Injury (K),Northeast,1,0,92,61+
Clear,Rural-Unknown Rural,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),South,1,0,22,16-25
Snow,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0,23,16-25
Clear,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),South,1,0.16,34,31-40
Cloudy,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),West,1,0.07,21,16-25
Snow,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),South,1,0,48,41-50
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Fatal Injury (K),West,1,0,39,31-40
Snow,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0,31,31-40
Rain,Urban-Principal Arterial-Interstate,Passenger of a Motor Vehicle In-Transport,Not Reported,\N,Female,Fatal Injury (K),West,1,0,24,16-25
Clear,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0.23,47,41-50
Clear,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,No,Black,Male,Fatal Injury (K),South,1,0.02,27,26-30
Rain,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,No,Black,Male,Fatal Injury (K),South,1,0,18,16-25
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Unknown,Japanese,Male,Fatal Injury (K),West,1,0.11,21,16-25
Cloudy,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0.21,49,41-50
Clear,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0,51,51-60
Clear,Urban-Collector,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),Northeast,1,0.01,82,61+
Clear,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),South,1,0,41,41-50
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,2,0,45,41-50
Cloudy,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,Not Reported,Unknown,Male,Fatal Injury (K),Northeast,1,0,51,51-60
Clear,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0,46,41-50
Clear,Rural-Major Collector,Passenger of a Motor Vehicle In-Transport,Unknown,American Indian (includes Aleuts and Eskimos),Male,Fatal Injury (K),West,1,0.23,21,16-25
Clear,Urban-Collector,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),West,1,0,71,61+
Clear,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Fatal Injury (K),West,1,0.18,29,26-30
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0.21,50,41-50
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),Northeast,1,0.23,32,31-40
Clear,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,2,0,48,41-50
Clear,Urban-Principal Arterial-Interstate,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),South,2,0,48,41-50
Rain,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),South,1,0,38,31-40
Clear,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,Unknown,Hawaiian (includes Part-Hawaiian),Male,Fatal Injury (K),West,1,0.21,17,16-25
Clear,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),South,1,0.13,42,41-50
Clear,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0.01,25,16-25
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),Northeast,1,0,54,51-60
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),Northeast,1,0.41,57,51-60
Rain,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,Not Reported,Unknown,Male,Fatal Injury (K),Northeast,2,0,70,61+
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),South,1,0.07,35,31-40
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),South,1,0,60,51-60
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0.2,25,16-25
Clear,Urban-Collector,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),South,1,0,73,61+
Cloudy,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),West,1,0.34,24,16-25
Clear,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,Black,Female,Fatal Injury (K),South,1,0,23,16-25
Clear,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0,33,31-40
Clear,Urban-Collector,Driver of a Motor Vehicle In-Transport,Not Reported,\N,Female,Fatal Injury (K),Northeast,1,0,63,61+
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Yes,White,Female,Fatal Injury (K),South,1,0,56,51-60
Clear,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,Black,Female,Fatal Injury (K),South,1,0,24,16-25
Rain,Urban-Unknown Urban,Passenger of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),South,2,0,22,16-25
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),West,1,0,70,61+
Clear,Rural-Minor Collector,Passenger of a Motor Vehicle In-Transport,Not Reported,Black,Female,Fatal Injury (K),South,1,0,17,16-25
Clear,Urban-Principal Arterial-Other Freeways or Expressways,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),South,1,0,46,41-50
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0.24,45,41-50
Cloudy,Urban-Principal Arterial-Interstate,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),Northeast,1,0,19,16-25
Cloudy,Urban-Minor Arterial,Passenger of a Motor Vehicle In-Transport,Not Reported,Black,Female,Fatal Injury (K),Northeast,2,0,18,16-25
"Sleet, Hail (Freezing Rain or Drizzle)",Rural-Major Collector,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),South,1,0.22,49,41-50
Cloudy,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),West,1,0,40,31-40
Clear,Urban-Principal Arterial-Other Freeways or Expressways,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Fatal Injury (K),Northeast,1,0,28,26-30
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,2,0.33,26,26-30
Clear,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),Northeast,1,0.27,48,41-50
Clear,Rural-Principal Arterial-Other,Passenger of a Motor Vehicle In-Transport,Not Reported,Black,Female,Fatal Injury (K),South,1,0,22,16-25
Cloudy,Rural-Principal Arterial-Interstate,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),West,1,0.03,45,41-50
Rain,Urban-Local Road or Street,Passenger of a Motor Vehicle In-Transport,Yes,Black,Female,Fatal Injury (K),South,2,0,28,26-30
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),South,1,0.15,41,41-50
Rain,Rural-Major Collector,Passenger of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),South,1,0,65,61+
Clear,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),West,1,0,20,16-25
"Sleet, Hail (Freezing Rain or Drizzle)",Rural-Principal Arterial-Interstate,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),West,1,0.17,22,16-25
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),South,1,0,17,16-25
Clear,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0.13,33,31-40
Clear,Urban-Principal Arterial-Other Freeways or Expressways,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0,51,51-60
Clear,Rural-Minor Collector,Passenger of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),Northeast,1,0,82,61+
Snow,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0,58,51-60
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),South,1,0,30,26-30
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Fatal Injury (K),Northeast,1,0.11,26,26-30
Clear,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),South,1,0,60,51-60
Rain,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0,88,61+
Clear,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0,55,51-60
